sex,province,feelings_life,education,political_pref,religion_participation,age,income_family
Male,Prince Edward Island,Very satisfied,High school diploma or a high school equivalency certificate,Liberal (Grits),At least once a month,55,"$125,000 and more"
Male,Prince Edward Island,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Liberal (Grits),Not at all,45,"$50,000 to $74,999"
Female,Prince Edward Island,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...",Liberal (Grits),At least once a week,67,"$125,000 and more"
Female,Nova Scotia,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Liberal (Grits),At least once a year,47,"$25,000 to $49,999"
Male,Nova Scotia,Fairly satisfied,High school diploma or a high school equivalency certificate,"(3) NDP (New Democratic Party, New Democrats, NDPers)",Not at all,22,"$25,000 to $49,999"
Male,Nova Scotia,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...","Conservatives (Tory, PCs, Conservative Party of Canada)",Not at all,42,"$$75,000 to $99,999"
Male,Quebec,Fairly satisfied,"University certificate, diploma or degree above the bach...",Liberal (Grits),At least once a year,28,"$100,000 to $ 124,999"
Female,Quebec,Very satisfied,"University certificate, diploma or degree above the bach...","Bloc Québécois (BQ, PQ, Bloc, Parti Québécois)",Not at all,43,"$125,000 and more"
Male,Quebec,Very satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...",Liberal (Grits),Not at all,50,"Less than $25,000"
Female,Quebec,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Liberal (Grits),Not at all,54,"$125,000 and more"
Male,Quebec,Fairly satisfied,Less than high school diploma or its equivalent,"Conservatives (Tory, PCs, Conservative Party of Canada)",Not at all,48,"$125,000 and more"
Male,Quebec,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...","Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a year,23,"$100,000 to $ 124,999"
Male,Quebec,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...",Green Party (Greens),Not at all,54,"$25,000 to $49,999"
Male,Quebec,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...",Liberal (Grits),At least once a year,40,"Less than $25,000"
Male,Quebec,Fairly satisfied,"University certificate, diploma or degree above the bach...",Liberal (Grits),Not at all,38,"$125,000 and more"
Male,Quebec,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...","(3) NDP (New Democratic Party, New Democrats, NDPers)",Not at all,44,"$125,000 and more"
Male,Quebec,Not very satisfied,High school diploma or a high school equivalency certificate,"Conservatives (Tory, PCs, Conservative Party of Canada)",Not at all,45,"$$75,000 to $99,999"
Female,Quebec,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Bloc Québécois (BQ, PQ, Bloc, Parti Québécois)",Not at all,40,"$$75,000 to $99,999"
Female,Quebec,Not satisfied at all,High school diploma or a high school equivalency certificate,Green Party (Greens),Not at all,28,"$100,000 to $ 124,999"
Male,Quebec,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","(3) NDP (New Democratic Party, New Democrats, NDPers)",Not at all,30,"$50,000 to $74,999"
Female,Quebec,Not very satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Green Party (Greens),Not at all,27,"$25,000 to $49,999"
Female,Quebec,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Liberal (Grits),Not at all,34,"$50,000 to $74,999"
Female,Quebec,Very satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...","Conservatives (Tory, PCs, Conservative Party of Canada)",Not at all,44,"$125,000 and more"
Female,Quebec,Very satisfied,"University certificate, diploma or degree above the bach...","Conservatives (Tory, PCs, Conservative Party of Canada)",Not at all,39,"$50,000 to $74,999"
Male,Quebec,Not very satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Bloc Québécois (BQ, PQ, Bloc, Parti Québécois)",Not at all,61,"$50,000 to $74,999"
Male,Ontario,Not very satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Liberal (Grits),Not at all,45,"$$75,000 to $99,999"
Male,Quebec,Fairly satisfied,"University certificate, diploma or degree above the bach...",Green Party (Greens),At least once a year,40,"$125,000 and more"
Male,Quebec,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a week,26,"Less than $25,000"
Male,Ontario,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","(3) NDP (New Democratic Party, New Democrats, NDPers)",Not at all,22,"$100,000 to $ 124,999"
Female,Ontario,Not very satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Conservatives (Tory, PCs, Conservative Party of Canada)",Not at all,63,"$100,000 to $ 124,999"
Male,Ontario,Fairly satisfied,High school diploma or a high school equivalency certificate,"Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a week,45,"$125,000 and more"
Male,Ontario,Very satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...","(3) NDP (New Democratic Party, New Democrats, NDPers)",Not at all,49,"$125,000 and more"
Female,Ontario,Very satisfied,"University certificate, diploma or degree above the bach...","(3) NDP (New Democratic Party, New Democrats, NDPers)",Not at all,46,"$50,000 to $74,999"
Male,Ontario,Fairly satisfied,High school diploma or a high school equivalency certificate,"Conservatives (Tory, PCs, Conservative Party of Canada)",Not at all,35,"$125,000 and more"
Male,Ontario,Very satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...","Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a year,46,"$125,000 and more"
Female,Ontario,Not satisfied at all,"College, CEGEP, trade certificate or other non-university certificate or di...","Conservatives (Tory, PCs, Conservative Party of Canada)",Not at all,47,"$50,000 to $74,999"
Female,Ontario,Fairly satisfied,"University certificate, diploma or degree above the bach...",Liberal (Grits),At least once a year,61,"$125,000 and more"
Male,Ontario,Not very satisfied,"University certificate, diploma or degree above the bach...",Liberal (Grits),Not at all,26,"$50,000 to $74,999"
Female,Ontario,Not very satisfied,University certificate or diploma below the bachelor's level,Green Party (Greens),Not at all,64,"$125,000 and more"
Male,Ontario,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...",Liberal (Grits),Not at all,46,"$125,000 and more"
Male,Ontario,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...","Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a year,60,"$125,000 and more"
Male,Ontario,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Liberal (Grits),At least once a year,26,"$100,000 to $ 124,999"
Male,Ontario,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Liberal (Grits),Not at all,63,"$$75,000 to $99,999"
Male,Ontario,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...",Liberal (Grits),At least once a year,50,"$50,000 to $74,999"
Male,Ontario,Very satisfied,High school diploma or a high school equivalency certificate,"Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a year,66,"$125,000 and more"
Female,Ontario,Not very satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Liberal (Grits),Not at all,40,"$125,000 and more"
Male,Ontario,Fairly satisfied,University certificate or diploma below the bachelor's level,"Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a year,64,"$100,000 to $ 124,999"
Male,Ontario,Very satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Liberal (Grits),At least once a month,42,"$100,000 to $ 124,999"
Female,Ontario,Fairly satisfied,High school diploma or a high school equivalency certificate,Liberal (Grits),At least once a year,41,"$25,000 to $49,999"
Female,Ontario,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Green Party (Greens),Not at all,29,"$50,000 to $74,999"
Male,Ontario,Not satisfied at all,High school diploma or a high school equivalency certificate,"Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a year,67,"$50,000 to $74,999"
Male,Ontario,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Liberal (Grits),Not at all,24,"$125,000 and more"
Female,Ontario,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Liberal (Grits),Not at all,41,"$$75,000 to $99,999"
Male,Ontario,Very satisfied,Less than high school diploma or its equivalent,Liberal (Grits),At least once a week,51,"$100,000 to $ 124,999"
Male,Ontario,Very satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Liberal (Grits),At least once a year,50,"$125,000 and more"
Female,Ontario,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a week,34,"$125,000 and more"
Female,Ontario,Fairly satisfied,"University certificate, diploma or degree above the bach...","(3) NDP (New Democratic Party, New Democrats, NDPers)",At least once a year,55,"$125,000 and more"
Male,British Columbia,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a month,24,"$100,000 to $ 124,999"
Male,British Columbia,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...",Green Party (Greens),Not at all,41,"$125,000 and more"
Female,British Columbia,Not very satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Green Party (Greens),Not at all,40,"$125,000 and more"
Female,British Columbia,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...",Liberal (Grits),At least once a week,63,"$125,000 and more"
Female,British Columbia,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...",Green Party (Greens),At least once a year,46,"$100,000 to $ 124,999"
Male,British Columbia,Not very satisfied,"University certificate, diploma or degree above the bach...","(3) NDP (New Democratic Party, New Democrats, NDPers)",Not at all,41,"$125,000 and more"
Male,British Columbia,Very satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...",Other,Not at all,50,"$$75,000 to $99,999"
Male,British Columbia,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Liberal (Grits),At least once a month,54,"$125,000 and more"
Male,British Columbia,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...",Green Party (Greens),Not at all,57,"$125,000 and more"
Male,British Columbia,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a month,60,"$50,000 to $74,999"
Male,British Columbia,Fairly satisfied,University certificate or diploma below the bachelor's level,"Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a week,60,"$125,000 and more"
Male,British Columbia,Very satisfied,High school diploma or a high school equivalency certificate,Liberal (Grits),At least once a year,39,"$100,000 to $ 124,999"
Male,British Columbia,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Liberal (Grits),Not at all,29,"$$75,000 to $99,999"
Male,British Columbia,Fairly satisfied,High school diploma or a high school equivalency certificate,"Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a year,33,"$125,000 and more"
Male,British Columbia,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Liberal (Grits),At least once a week,46,"$50,000 to $74,999"
Male,British Columbia,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Green Party (Greens),Not at all,46,"Less than $25,000"
Male,British Columbia,Not very satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Conservatives (Tory, PCs, Conservative Party of Canada)",Not at all,39,"$125,000 and more"
Male,British Columbia,Not very satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Conservatives (Tory, PCs, Conservative Party of Canada)",Not at all,37,"Less than $25,000"
Male,British Columbia,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a week,54,"$125,000 and more"
Male,British Columbia,Fairly satisfied,"University certificate, diploma or degree above the bach...","Conservatives (Tory, PCs, Conservative Party of Canada)",Not at all,43,"$125,000 and more"
Male,British Columbia,Not very satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","(3) NDP (New Democratic Party, New Democrats, NDPers)",At least once a year,24,"$50,000 to $74,999"
Male,British Columbia,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a year,57,"$125,000 and more"
Male,British Columbia,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...","(3) NDP (New Democratic Party, New Democrats, NDPers)",At least once a month,34,"$100,000 to $ 124,999"
Male,Alberta,Fairly satisfied,"University certificate, diploma or degree above the bach...",Will spoil ballet,At least once a year,27,"$100,000 to $ 124,999"
Female,British Columbia,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...","(3) NDP (New Democratic Party, New Democrats, NDPers)",Not at all,56,"$125,000 and more"
Female,British Columbia,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...",Liberal (Grits),Not at all,40,"$$75,000 to $99,999"
Male,British Columbia,Very satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a year,48,"$125,000 and more"
Male,British Columbia,Not very satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Liberal (Grits),Not at all,23,"$100,000 to $ 124,999"
Male,Alberta,Very satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Green Party (Greens),At least once a year,64,"$50,000 to $74,999"
Male,Alberta,Not very satisfied,"University certificate, diploma or degree above the bach...","Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a year,37,"$100,000 to $ 124,999"
